,0
708,"[-0.05576365446274477, -0.02818959380737736, 0.6067554549694493], [0.9577224115519449 + -0.00484158179919761*i + 0.12235516079509443*j + -0.26033354782589063*k]"
709,"[-0.055830047860598545, -0.028336718303780258, 0.6074721104337983], [0.9577206090321765 + -0.00603304014865989*i + 0.1224724807448413*j + -0.260260117808715*k]"
710,"[-0.05589644125845231, -0.028483842800183158, 0.6081887658981473], [0.9577174286089429 + -0.007224489818193131*i + 0.12258962448948826*j + -0.26018631334693126*k]"
711,"[-0.0557813610862259, -0.028763287174782846, 0.6089771923586409], [0.9575652397335321 + -0.0075693111954178586*i + 0.12328086712068113*j + -0.2604099556162605*k]"
712,"[-0.0556662809139995, -0.029042731549382535, 0.6097656188191345], [0.9574124093894999 + -0.007914127501995265*i + 0.12397202716657892*j + -0.26063342343813867*k]"
713,"[-0.05516366653977546, -0.02871939992523519, 0.6104430797040413], [0.9573284355667885 + -0.008516685777920927*i + 0.12424771167030678*j + -0.2607915617179701*k]"
714,"[-0.05466105216555143, -0.028396068301087846, 0.6111205405889482], [0.9572440107105217 + -0.0091192400413145*i + 0.12452333763624861*j + -0.26094957712905453*k]"
715,"[-0.05486710356547823, -0.0286410476823877, 0.6117036046562828], [0.9571682878970431 + -0.010031041996456092*i + 0.12519234016943956*j + -0.26087377178169485*k]"
716,"[-0.055073154965405026, -0.028886027063687557, 0.6122866687236175], [0.9570913299271977 + -0.010942831007264339*i + 0.12586118115098077*j + -0.2607976297956226*k]"
717,"[-0.05493665815792676, -0.028912547766182524, 0.613075267732658], [0.9569808857857787 + -0.010958447451898536*i + 0.12639766318149137*j + -0.2609427665454033*k]"
718,"[-0.0548001613504485, -0.02893906846867749, 0.6138638667416985], [0.9568701341478099 + -0.01097406037537068*i + 0.1269341045979773*j + -0.2610878194492038*k]"
719,"[-0.05448809701334935, -0.02849979001072778, 0.614195900545327], [0.9567588691968104 + -0.011792574804651247*i + 0.12749920621744837*j + -0.2611845206106938*k]"
720,"[-0.054176032676250194, -0.02806051155277807, 0.6145279343489557], [0.9566466369274668 + -0.01261107731120572*i + 0.12806417893054084*j + -0.261280957705044*k]"
721,"[-0.054213274320710686, -0.028250720931547842, 0.6151952526760134], [0.9565414945117704 + -0.01285293053236618*i + 0.12859592542067916*j + -0.26139292151685756*k]"
722,"[-0.05425051596517118, -0.028440930310317615, 0.6158625710030711], [0.956436003113261 + -0.013094779064287458*i + 0.12912762499412014*j + -0.26150478996256565*k]"
723,"[-0.053952934004792216, -0.02837714476642858, 0.6165696308356348], [0.9563645409105495 + -0.014058542909185871*i + 0.12939909315754855*j + -0.26158191250587026*k]"
724,"[-0.05365535204441326, -0.028313359222539546, 0.6172766906681983], [0.9562921093458767 + -0.015022292504479515*i + 0.12967043016329244*j + -0.26165876991224757*k]"
725,"[-0.05335102236686895, -0.028378747032698565, 0.6179043228247267], [0.9561426250940165 + -0.015403478162374444*i + 0.13029853868606858*j + -0.261870777589061*k]"
726,"[-0.05304669268932463, -0.028444134842857585, 0.6185319549812552], [0.9559925603530348 + -0.0157846544685772*i + 0.13092656810256684*j + -0.26208262628003537*k]"
727,"[-0.0531271091087819, -0.028226142024861442, 0.6188284316678498], [0.9558680737487241 + -0.015870801514804328*i + 0.1316645168952139*j + -0.2621617787510824*k]"
728,"[-0.053207525528239166, -0.0280081492068653, 0.6191249083544446], [0.9557430387134214 + -0.015956939455131127*i + 0.13240239014511246*j + -0.2622407808063469*k]"
729,"[-0.05314492132328982, -0.028145023578552558, 0.6198988012419853], [0.9556429807617981 + -0.016222515561040818*i + 0.13273566303165543*j + -0.26242059193044315*k]"
730,"[-0.05308231711834048, -0.028281897950239818, 0.6206726941295261], [0.955542708798594 + -0.016488088033997334*i + 0.13306890619269454*j + -0.26260034428672874*k]"
731,"[-0.05288711095246741, -0.028327407454613575, 0.6213565296867776], [0.9554684151251095 + -0.017290187686328434*i + 0.13336042296595338*j + -0.2626711912152245*k]"
732,"[-0.05269190478659435, -0.028372916958987332, 0.622040365244029], [0.955393415470614 + -0.01809227456320407*i + 0.13365184120123363*j + -0.262741844059991*k]"
733,"[-0.05254682529104797, -0.028324465137057553, 0.622569081194633], [0.955278580642672 + -0.018415015848635988*i + 0.13430823227782468*j + -0.2628022437100232*k]"
734,"[-0.05240174579550158, -0.028276013315127774, 0.623097797145237], [0.9551632186477435 + -0.018737746971808845*i + 0.13496454923690962*j + -0.26286249833359954*k]"
735,"[-0.05225802500255971, -0.028189844642424158, 0.6238598967799909], [0.9550036604498178 + -0.01912484803700179*i + 0.13563191563009064*j + -0.26307077408469876*k]"
736,"[-0.05211430420961784, -0.02810367596972054, 0.6246219964147448], [0.9548434680695408 + -0.019511936402095663*i + 0.1362991919551696*j + -0.26327887514029774*k]"
737,"[-0.0517373130392893, -0.028041738231927946, 0.6250343331532362], [0.9547709216581648 + -0.02026696396664922*i + 0.1366521233427094*j + -0.2633019834971283*k]"
738,"[-0.05136032186896076, -0.02797980049413535, 0.6254466698917275], [0.9546977065021629 + -0.021021977335731468*i + 0.1370049590157998*j + -0.2633249074308869*k]"
739,"[-0.05138289446177423, -0.02800127685585903, 0.6262523650630518], [0.9545787000965491 + -0.02158820542914561*i + 0.13750434240753165*j + -0.2634502050244102*k]"
740,"[-0.0514054670545877, -0.028022753217582713, 0.6270580602343762], [0.9544591210773209 + -0.022154420572658044*i + 0.13800364331590362*j + -0.26357534458468385*k]"
741,"[-0.0510457537076847, -0.027803473685263543, 0.6277326863131787], [0.954330268064082 + -0.02277260718600751*i + 0.13863096346862147*j + -0.26366001552463514*k]"
742,"[-0.05068604036078171, -0.027584194152944372, 0.6284073123919813], [0.9542006521043244 + -0.02339077559362468*i + 0.13925817279177174*j + -0.26374447567960174*k]"
743,"[-0.05075350752927592, -0.027714148975416807, 0.6291676717011798], [0.9541182684931191 + -0.023635206575161844*i + 0.13962105746895528*j + -0.2638288593939114*k]"
744,"[-0.05082097469777013, -0.027844103797889243, 0.6299280310103784], [0.95403568896378 + -0.023879632703458362*i + 0.13998391347642572*j + -0.2639131889337445*k]"
745,"[-0.050653103362724675, -0.027859381644911453, 0.630598388520339], [0.9539535096774113 + -0.02459943155975473*i + 0.1404556727796753*j + -0.26389348859927336*k]"
746,"[-0.05048523202767921, -0.027874659491933663, 0.6312687460302996], [0.9538706170162402 + -0.02531921202038039*i + 0.1409273270489407*j + -0.2638735909229366*k]"
747,"[-0.05031435351161648, -0.027602388804218888, 0.631765189324326], [0.9537144451715764 + -0.025596119401785113*i + 0.14157491638578584*j + -0.26406464888924325*k]"
748,"[-0.050143474995553744, -0.027330118116504112, 0.6322616326183524], [0.953557742162864 + -0.02587301252762468*i + 0.14222242687355188*j + -0.26425555978674053*k]"
749,"[-0.04998350524016878, -0.027522145525644803, 0.6329237940890036], [0.9534561446625902 + -0.02658670219851845*i + 0.14270992485605663*j + -0.2642884878668307*k]"
750,"[-0.04982353548478381, -0.027714172934785494, 0.6335859555596548], [0.9533538240482666 + -0.027300371705697286*i + 0.14319731460542212*j + -0.2643212155069533*k]"
751,"[-0.049731024601447404, -0.02744761488203691, 0.6339549727313294], [0.9532605846642116 + -0.027464308869787936*i + 0.14363132188000236*j + -0.2644050166675242*k]"
752,"[-0.049638513718110996, -0.027181056829288328, 0.6343239899030039], [0.9531671251208824 + -0.027628239690888637*i + 0.144065295982365*j + -0.2644887567627186*k]"
753,"[-0.04954346786566024, -0.027364748496178048, 0.6348880461311732], [0.9530559793666482 + -0.028275506120581016*i + 0.1445962740598109*j + -0.26453112005040935*k]"
754,"[-0.04944842201320948, -0.027548440163067768, 0.6354521023593427], [0.9529441521396702 + -0.02892275233216747*i + 0.14512714874519825*j + -0.2645732941878801*k]"
755,"[-0.04911292060758337, -0.027647037813362075, 0.6359254851404438], [0.9528329699059453 + -0.029193587897528232*i + 0.14543922754339692*j + -0.26477253818601537*k]"
756,"[-0.04877741920195726, -0.027745635463656382, 0.6363988679215449], [0.952721575376519 + -0.029464416958419254*i + 0.14575127393704643*j + -0.26497172319157425*k]"
757,"[-0.048656890617266975, -0.027711906965449114, 0.6367652640165562], [0.9526259111268005 + -0.029644703879659416*i + 0.14617346361728673*j + -0.26506298028175546*k]"
758,"[-0.04853636203257669, -0.027678178467241847, 0.6371316601115674], [0.9525300294621231 + -0.02982498403517759*i + 0.14659561993679515*j + -0.26515417687740644*k]"
759,"[-0.04847936457641866, -0.027677974791212513, 0.6374795439437969], [0.952430964977199 + -0.030236056594305595*i + 0.1470857954354208*j + -0.26519201838546524*k]"
760,"[-0.04842236712026062, -0.02767777111518318, 0.6378274277760264], [0.9523314999965589 + -0.030647116439219572*i + 0.14757590908470183*j + -0.26522974838069935*k]"
761,"[-0.04848433371914046, -0.027548910406068768, 0.6381263616624897], [0.9521877655087049 + -0.031056188963636877*i + 0.14788244525121577*j + -0.26552731446899364*k]"
762,"[-0.048546300318020305, -0.027420049696954357, 0.638425295548953], [0.952043678225827 + -0.031465249981427725*i + 0.14818892662581504*j + -0.2658247821767808*k]"
763,"[-0.04839978314647313, -0.027472374147305197, 0.6389133746235198], [0.9518744674038153 + -0.03182975904731455*i + 0.1487684110759797*j + -0.26606357249653934*k]"
764,"[-0.04825326597492595, -0.027524698597656036, 0.6394014536980867], [0.9517047289366488 + -0.03219425046925911*i + 0.14934781306051054*j + -0.26630221533135134*k]"
765,"[-0.04807846275750277, -0.027400941204152988, 0.6397517902331241], [0.9516638927932775 + -0.032443658022249335*i + 0.14958804814023804*j + -0.2662830450127732*k]"
766,"[-0.047903659540079586, -0.02727718381064994, 0.6401021267681616], [0.9516229405924838 + -0.03269306161866693*i + 0.14982826497738708*j + -0.2662638422204152*k]"
767,"[-0.04778490168824395, -0.027603488754466776, 0.6405653677748511], [0.951537296134416 + -0.033175819678736854*i + 0.150386570657034*j + -0.26619545153864976*k]"
768,"[-0.04766614383640832, -0.027929793698283613, 0.6410286087815404], [0.9514511218862303 + -0.033658559267411604*i + 0.15094479260552365*j + -0.26612691264648813*k]"
769,"[-0.04757735816656053, -0.027548180860590316, 0.6414942111321404], [0.9512482388486713 + -0.03400065087156783*i + 0.1514176167302789*j + -0.26653977033706133*k]"
770,"[-0.04748857249671275, -0.02716656802289702, 0.6419598134827404], [0.9510448305296296 + -0.03434272370048582*i + 0.1518903572418752*j + -0.2669524808437555*k]"
771,"[-0.047162010389211605, -0.02718681842482968, 0.6430516894051044], [0.950801889075162 + -0.03498674129286889*i + 0.15306850296309057*j + -0.26706128335168206*k]"
772,"[-0.04683544828171046, -0.02720706882676234, 0.6441435653274683], [0.9505571661559304 + -0.03563069333253532*i + 0.1542463618883418*j + -0.26716958548169434*k]"
773,"[-0.04672968019118215, -0.02711320555665877, 0.6445748386296108], [0.9504712868369121 + -0.03610818087807656*i + 0.15462773483638267*j + -0.26719056082060577*k]"
774,"[-0.046623912100653836, -0.027019342286555198, 0.6450061119317535], [0.9503850451460547 + -0.03658565465719677*i + 0.15500904883184138*j + -0.2672114342918056*k]"
775,"[-0.04640321826097306, -0.027219478428295182, 0.645645569644314], [0.9501913219089424 + -0.03708616574409501*i + 0.15564799973305074*j + -0.2674598441980369*k]"
776,"[-0.04618252442129229, -0.027419614570035167, 0.6462850273568744], [0.9499968784213197 + -0.0375866487194654*i + 0.15628683265217727*j + -0.26770805136816156*k]"
777,"[-0.04601736901298081, -0.027546894751274, 0.6467980719038346], [0.9498643988481837 + -0.037926114571702835*i + 0.15702656337859885*j + -0.2676973889072876*k]"
778,"[-0.04585221360466934, -0.027674174932512834, 0.647311116450795], [0.9497312732692896 + -0.038265554630270746*i + 0.157766187310762*j + -0.2676865443845795*k]"
779,"[-0.04569155178876467, -0.02769440071100591, 0.6478463713454534], [0.9495970157624756 + -0.0386101507923474*i + 0.1583790060614554*j + -0.26775147870698773*k]"
780,"[-0.04553088997286, -0.02771462648949899, 0.6483816262401119], [0.9494622677556805 + -0.03895472701093444*i + 0.15899174300386787*j + -0.26781627472641795*k]"
781,"[-0.045302803328814936, -0.027799440996217152, 0.649085255763566], [0.9493098863398207 + -0.0394965588209391*i + 0.15976360632476272*j + -0.26781775824781884*k]"
782,"[-0.04507471668476988, -0.027884255502935315, 0.6497888852870201], [0.9491566386055993 + -0.040038354587292865*i + 0.16053532384906605*j + -0.2678189973648951*k]"
783,"[-0.044910680763939864, -0.02788994635958705, 0.650329363044962], [0.9490109117065785 + -0.0401303780665603*i + 0.1612702133619591*j + -0.26788012337661726*k]"
784,"[-0.044746644843109855, -0.027895637216238785, 0.650869840802904], [0.9488646405463502 + -0.04022237853091004*i + 0.16200501038579856*j + -0.2679410957581149*k]"
785,"[-0.04461651766496757, -0.027998117419452313, 0.6512497600067193], [0.9487570352929933 + -0.040546156303232696*i + 0.16243031481396436*j + -0.2680158391224666*k]"
786,"[-0.04448639048682528, -0.02810059762266584, 0.6516296792105347], [0.9486491426788122 + -0.04086992179488026*i + 0.162855570045015*j + -0.26809050130981565*k]"
787,"[-0.04424916119926536, -0.028119835669706262, 0.6523226160100417], [0.9484861503824878 + -0.041449717100697676*i + 0.16364072159023496*j + -0.2681000890009326*k]"
788,"[-0.04401193191170545, -0.028139073716746683, 0.6530155528095486], [0.948322229248892 + -0.042029471815472064*i + 0.16442571288472135*j + -0.2681094141459332*k]"
789,"[-0.043945246302702995, -0.02826460524006821, 0.6534395434615532], [0.9481289654525434 + -0.04231923874174634*i + 0.1650775770800179*j + -0.26834667959115766*k]"
790,"[-0.043878560693700545, -0.028390136763389737, 0.6538635341135579], [0.9479351303728559 + -0.042608980169088616*i + 0.16572934180986948*j + -0.2685837833474213*k]"
791,"[-0.04369033975165113, -0.028420115428294618, 0.6544040919917322], [0.9477407668593798 + -0.0431940690293516*i + 0.1664241962039245*j + -0.2687465314220071*k]"
792,"[-0.04350211880960172, -0.0284500940931995, 0.6549446498699065], [0.9475455604103726 + -0.04377911947213082*i + 0.1671189025776842*j + -0.26890904046920466*k]"
793,"[-0.04334649208474807, -0.028322387321542214, 0.6554737775141264], [0.9473702876418438 + -0.0441584197599353*i + 0.16775549437453713*j + -0.2690681440915481*k]"
794,"[-0.043190865359894415, -0.02819468054988493, 0.6560029051583464], [0.9471944415699779 + -0.04453769332516917*i + 0.16839198465376173*j + -0.2692270848866772*k]"
795,"[-0.04302841523164301, -0.028261244021253806, 0.6565657358390934], [0.9470002214698197 + -0.04467079902934602*i + 0.16913838145099902*j + -0.2694203187777953*k]"
796,"[-0.04286596510339161, -0.028327807492622682, 0.6571285665198404], [0.9468053859273888 + -0.04480387570259188*i + 0.1698846683275546*j + -0.2696133775763955*k]"
797,"[-0.04267774893703215, -0.02851603041394174, 0.6576639975607997], [0.9466258614894368 + -0.04524099357554395*i + 0.17046714052880618*j + -0.2698030482770929*k]"
798,"[-0.042489532770672696, -0.028704253335260797, 0.6581994286017591], [0.9464457704486716 + -0.045678084369503914*i + 0.17104951069696814*j + -0.2699925574872032*k]"
799,"[-0.04225335814795579, -0.028578993672918024, 0.6589736349020888], [0.9462165065395866 + -0.04629995449495545*i + 0.17195776064873752*j + -0.27011324572937384*k]"
800,"[-0.04201718352523889, -0.028453734010575254, 0.6597478412024186], [0.9459860326390933 + -0.04692176541350587*i + 0.17286579070642186*j + -0.2702335885593643*k]"
801,"[-0.04158388417229251, -0.028202667057354455, 0.6613183243787086], [0.9456564945170055 + -0.04726166479951008*i + 0.17462839654464404*j + -0.27019447170220584*k]"
802,"[-0.04115058481934613, -0.02795160010413366, 0.6628888075549987], [0.9453238050547595 + -0.04760140668902048*i + 0.17639042044483483*j + -0.2701544544391451*k]"
803,"[-0.04055269982241678, -0.027878119382709485, 0.6645208918697645], [0.9451385479087003 + -0.04810862314372261*i + 0.17830649402635904*j + -0.26945404028196823*k]"
804,"[-0.03995481482548743, -0.02780463866128531, 0.6661529761845304], [0.9449490815817826 + -0.048615625346349105*i + 0.18022177351871688*j + -0.26875242610941674*k]"
805,"[-0.039719238779007446, -0.02781894063299243, 0.6668456857072065], [0.9447687143819983 + -0.049109611561970065*i + 0.18104609900871899*j + -0.26874268810693946*k]"
806,"[-0.039483662732527465, -0.027833242604699552, 0.6675383952298826], [0.9445874438302232 + -0.04960355082084416*i + 0.18187025138931193*j + -0.2687326931429027*k]"
807,"[-0.039327552267607244, -0.027782690602727353, 0.6679188027803733], [0.944566148938954 + -0.04977963699471622*i + 0.1823657419165485*j + -0.2684390325465636*k]"
808,"[-0.03917144180268702, -0.02773213860075515, 0.6682992103308641], [0.9445445109744383 + -0.04995570508826464*i + 0.18286116620723067*j + -0.26814527445122943*k]"
809,"[-0.03895468349829154, -0.027932945787432027, 0.6688889917035523], [0.9444214470335716 + -0.050199855870657395*i + 0.18369526842160833*j + -0.2679629698542196*k]"
810,"[-0.03873792519389606, -0.028133752974108903, 0.6694787730762405], [0.9442976240462582 + -0.05044396630663242*i + 0.18452922299719485*j + -0.26778044989113475*k]"
811,"[-0.038652230302007526, -0.028084023530218598, 0.6698561812313184], [0.9442051595600508 + -0.05075242143104044*i + 0.18488560267399892*j + -0.2678023941321983*k]"
812,"[-0.038566535410119, -0.02803429408632829, 0.6702335893863964], [0.9441124767903526 + -0.05106086482238852*i + 0.1852419396085299*j + -0.2678242764620969*k]"
813,"[-0.03826136014317116, -0.028000840879848558, 0.671046488190562], [0.9439264087119303 + -0.05131450110816639*i + 0.18611250012186414*j + -0.26782810571448035*k]"
814,"[-0.03795618487622331, -0.027967387673368826, 0.6718593869947275], [0.9437395318368047 + -0.051568093425474956*i + 0.18698290116601185*j + -0.26783170548023544*k]"
815,"[-0.03785631040205527, -0.027946928094020808, 0.6721449259944056], [0.9437211792003862 + -0.05184240317054361*i + 0.18727577453799196*j + -0.26763872184968013*k]"
816,"[-0.03775643592788722, -0.02792646851467279, 0.6724304649940837], [0.943702639140801 + -0.05211670261970327*i + 0.18756861071697534*j + -0.2674456850660347*k]"
817,"[-0.03757796158941029, -0.02797782079274854, 0.6728657474422948], [0.9435239857236226 + -0.05227065490743522*i + 0.18807645699725697*j + -0.2676892103225604*k]"
818,"[-0.037399487250933366, -0.028029173070824295, 0.6733010298905058], [0.9433449805316936 + -0.05242458770705994*i + 0.18858423315685305*j + -0.2679326357763184*k]"
819,"[-0.0372829589358658, -0.028019481726357362, 0.6736261528260836], [0.9432650008908701 + -0.05247922331867171*i + 0.1890372269885874*j + -0.2678842959687651*k]"
820,"[-0.03716643062079823, -0.028009790381890425, 0.6739512757616614], [0.9431848166351715 + -0.052533847546388485*i + 0.18949017981399957*j + -0.2678358980512303*k]"
821,"[-0.03709894598662748, -0.02806938140122587, 0.6740410918681201], [0.9431939222404515 + -0.0530217245333518*i + 0.18947205233487568*j + -0.2677204944717396*k]"
822,"[-0.037031461352456725, -0.028128972420561317, 0.6741309079745788], [0.9432027903933998 + -0.053509588171912606*i + 0.18945387715550738*j + -0.26760502349268867*k]"
823,"[-0.03690075362825146, -0.028102773375382056, 0.6744966692662482], [0.9431109217965806 + -0.05394000087572755*i + 0.18970458309862684*j + -0.2676647840955298*k]"
824,"[-0.036770045904046186, -0.028076574330202796, 0.6748624305579177], [0.9430188078779992 + -0.054370399548683786*i + 0.18995523969584055*j + -0.2677244750734784*k]"
825,"[-0.03571804485258044, -0.02845511855216659, 0.6774673042715353], [0.942512191039514 + -0.0547838451928881*i + 0.19308392710841923*j + -0.2671855107227313*k]"
826,"[-0.034666043801114696, -0.028833662774130384, 0.6800721779851528], [0.9419956714465335 + -0.05519671523608223*i + 0.19621058583346965*j + -0.2666437391164997*k]"
827,"[-0.03460739898373945, -0.028842789588632803, 0.6803027090665231], [0.9419945174380093 + -0.05533963588400502*i + 0.19643521333167832*j + -0.26645273648490775*k]"
828,"[-0.034548754166364194, -0.02885191640313522, 0.6805332401478934], [0.9419932622902076 + -0.05548255059026819*i + 0.19665981973919572*j + -0.2662617052450418*k]"
829,"[-0.03415363737481049, -0.028947022358677854, 0.6813475683598893], [0.9418023148448458 + -0.05574296210003905*i + 0.19765294350447088*j + -0.2661473949773358*k]"
830,"[-0.03375852058325678, -0.029042128314220483, 0.6821618965718853], [0.9416103279918553 + -0.056003312089829387*i + 0.19864584913269742*j + -0.2660327909795887*k]"
831,"[-0.033325666628468406, -0.028892800395932665, 0.6832787882532945], [0.9413486898505767 + -0.05670040960743896*i + 0.19975299632887009*j + -0.2659820447409745*k]"
832,"[-0.032892812673680036, -0.02874347247764485, 0.6843956799347037], [0.9410853735203348 + -0.05739740604241822*i + 0.20085978741547636*j + -0.26593082432298687*k]"
833,"[-0.032679455482320555, -0.028694629955011503, 0.6848704676951177], [0.9410051793762694 + -0.0575493846145602*i + 0.201436602195944*j + -0.26574539697476185*k]"
834,"[-0.032466098290961067, -0.028645787432378157, 0.6853452554555317], [0.9409246120039735 + -0.05770134036105208*i + 0.20201333708118027*j + -0.2655598642246895*k]"
835,"[-0.032052601258826266, -0.02831845617406338, 0.6862570574186904], [0.9406466367739265 + -0.05811974095128602*i + 0.2029683925539485*j + -0.2657251061938307*k]"
836,"[-0.031639104226691465, -0.027991124915748605, 0.6871688593818491], [0.9403675405140023 + -0.058538072276438355*i + 0.20392320613606052*j + -0.2658900314810516*k]"
837,"[-0.03120965489606124, -0.028036807876031487, 0.6880896130287292], [0.9401316196626476 + -0.058862301686317585*i + 0.20502386568784547*j + -0.2658062859472818*k]"
838,"[-0.030780205565431012, -0.028082490836314374, 0.6890103666756092], [0.9398944021365224 + -0.05918644991047779*i + 0.20612424246084887*j + -0.26572217380069146*k]"
839,"[-0.03028190796085192, -0.028243628050601186, 0.6898856678663521], [0.9399553671020923 + -0.05912208695041236*i + 0.207326035729895*j + -0.2645834492161693*k]"
840,"[-0.029783610356272826, -0.028404765264888, 0.690760969057095], [0.9400137482618967 + -0.05905756147200352*i + 0.20852725908868242*j + -0.2634439973287714*k]"
841,"[-0.02959142696209251, -0.028392851327489685, 0.6912141401481517], [0.9399093935679287 + -0.05925409606344429*i + 0.2090007701024057*j + -0.2633969667233736*k]"
842,"[-0.029399243567912195, -0.02838093739009137, 0.6916673112392084], [0.9398047795150754 + -0.05945061430429169*i + 0.20947422344439265*j + -0.26334986343613637*k]"
843,"[-0.029115563544214552, -0.028317915162514827, 0.6923176999519522], [0.9395353064111542 + -0.05968825225616512*i + 0.2101959051823765*j + -0.2636823884791408*k]"
844,"[-0.028831883520516913, -0.02825489293493828, 0.692968088664696], [0.9392651188047395 + -0.059925844816018925*i + 0.21091742706953048*j + -0.26401471299564794*k]"
845,"[-0.028622056071625077, -0.02824520698109757, 0.6934510285352942], [0.9390931331508381 + -0.06009733024980296*i + 0.21148845606161645*j + -0.26413070839730496*k]"
846,"[-0.02841222862273324, -0.02823552102725686, 0.6939339684058923], [0.9389207732538967 + -0.060268791733877655*i + 0.2120594007723037*j + -0.2642465985388171*k]"
847,"[-0.02825027477230215, -0.028202563780296362, 0.6943176138555112], [0.9387796858389705 + -0.060770912672262964*i + 0.21235265596029296*j + -0.26439732815532274*k]"
848,"[-0.02808832092187106, -0.02816960653333586, 0.69470125930513], [0.9386382409845072 + -0.06127301047217689*i + 0.21264583029519582*j + -0.26454795710277895*k]"
849,"[-0.0280445903761483, -0.028189757959344367, 0.6948935589185617], [0.9385607924588671 + -0.0614361759146495*i + 0.21279671363770747*j + -0.2646635483268504*k]"
850,"[-0.02800085983042554, -0.028209909385352873, 0.6950858585319935], [0.9384832794087216 + -0.061599337133486406*i + 0.21294758235079622*j + -0.2647791213557397*k]"
851,"[-0.027746173215137324, -0.02844350445376556, 0.6955424628642843], [0.9384413766096479 + -0.061299043284905465*i + 0.21372181496516163*j + -0.2643732130291219*k]"
852,"[-0.02749148659984911, -0.028677099522178253, 0.6959990671965753], [0.9383986703828048 + -0.060998696956377614*i + 0.2144958646058801*j + -0.2639670783646783*k]"
853,"[-0.02724390229930465, -0.02877298118949793, 0.6965183390420299], [0.9382715826256312 + -0.06120432723301324*i + 0.21521268726358164*j + -0.2637877305826325*k]"
854,"[-0.026996317998760188, -0.02886886285681761, 0.6970376108874844], [0.9381439277438436 + -0.061409920515583305*i + 0.21592937983910404*j + -0.263608223357929*k]"
855,"[-0.026753193833845144, -0.028917106899505045, 0.6975464538462659], [0.9380513636811871 + -0.06181036980037171*i + 0.21649559693761777*j + -0.2633795242376127*k]"
856,"[-0.0265100696689301, -0.02896535094219248, 0.6980552968050473], [0.9379582913515097 + -0.0622107855942728*i + 0.21706169673171047*j + -0.2631506824096245*k]"
857,"[-0.026280834437972776, -0.028963686413841526, 0.6985666358584643], [0.9378659959244776 + -0.06271028494468665*i + 0.21757836051223717*j + -0.2629343090727241*k]"
858,"[-0.02605159920701545, -0.028962021885490567, 0.6990779749118814], [0.937773164247306 + -0.0632097484388063*i + 0.2180948998864769*j + -0.26271778539605173*k]"
859,"[-0.025749616364055032, -0.028960266804909367, 0.6997701850997831], [0.937537627162597 + -0.06334867698756821*i + 0.21901171515418333*j + -0.2627622716515343*k]"
860,"[-0.025447633521094613, -0.028958511724328166, 0.7004623952876846], [0.9373012300670083 + -0.06348754742607425*i + 0.2199283295206647*j + -0.26280651687305095*k]"
861,"[-0.02516799096542602, -0.02894168989193897, 0.701053057133449], [0.9371878377498669 + -0.0636514189956235*i + 0.22062621418456294*j + -0.26258622821496186*k]"
862,"[-0.02488834840975743, -0.028924868059549774, 0.7016437189792135], [0.9370739062856139 + -0.0638152539476695*i + 0.22132397192621425*j + -0.26236578849579323*k]"
863,"[-0.024315919654351918, -0.02882889703351755, 0.7028917771080355], [0.9367749716869951 + -0.06447582318517552*i + 0.22281776006697696*j + -0.2620071877719363*k]"
864,"[-0.023743490898946402, -0.02873292600748532, 0.7041398352368575], [0.9364733338264418 + -0.06513620636408286*i + 0.2243109052200561*j + -0.26164783097102934*k]"
865,"[-0.023488695126323435, -0.028639246042103612, 0.7047458018310502], [0.9362939549792689 + -0.06552482482095234*i + 0.22506213424060828*j + -0.2615476303324588*k]"
866,"[-0.02323389935370047, -0.0285455660767219, 0.7053517684252428], [0.9361138668086371 + -0.06591339363711324*i + 0.22581319275717432*j + -0.2614472315489907*k]"
867,"[-0.02269553957460263, -0.028167633094515247, 0.7063649525586149], [0.9358568511604878 + -0.06627179345611234*i + 0.2269522178723094*j + -0.2612904405655262*k]"
868,"[-0.022157179795504793, -0.027789700112308593, 0.7073781366919868], [0.9355984163143426 + -0.06663009277598451*i + 0.22809089882141917*j + -0.26113325334318277*k]"
869,"[-0.02203470457168865, -0.0270311976276576, 0.7080513313062125], [0.9352711185010529 + -0.06725170163270298*i + 0.22870824411332755*j + -0.2616059682038883*k]"
870,"[-0.021912229347872503, -0.02627269514300661, 0.7087245259204382], [0.9349427936703095 + -0.06787323664059838*i + 0.22932533826163293*j + -0.26207839579613235*k]"
871,"[-0.021614813969575777, -0.026624918800943635, 0.7092867011247355], [0.9348195198500023 + -0.06796665520820207*i + 0.23015439172206067*j + -0.26176698618861177*k]"
872,"[-0.021317398591279055, -0.026977142458880658, 0.7098488763290327], [0.934695490481405 + -0.06806001884318076*i + 0.23098325916502366*j + -0.2614553650134093*k]"
873,"[-0.02108490878874863, -0.027206108372875702, 0.710337507337266], [0.9345324877439306 + -0.06837113470270476*i + 0.2316380279492956*j + -0.26137758377176523*k]"
874,"[-0.0208524189862182, -0.027435074286870746, 0.7108261383454993], [0.9343689634111167 + -0.06868221240190185*i + 0.23229266744826454*j + -0.26129965664612964*k]"
875,"[-0.020622325319131482, -0.027368903893549894, 0.7113192024999621], [0.9341872643014453 + -0.06885622672265193*i + 0.23296220015337213*j + -0.26130745982118553*k]"
876,"[-0.02039223165204477, -0.02730273350022904, 0.7118122666544248], [0.9340050872330927 + -0.06903020581445748*i + 0.23363161366791677*j + -0.2613151293033796*k]"
